Name,plasmid,siRNA,protein (mg),PG 16:1_18:1,PI 38:5,PG 18:1_18:1,PI 18:0_20:4,PG 18:0_22:6,PC 16:0_18:1,PG 16:0_16:1,PC 18:1_18:1,PE 18:1_18:1,PC 18:0_18:1,PC 16:1_18:1,PI 18:1_20:4,PI 36:2,FA 18:1,SM d18:1_16:0,PS 18:0_22:6,PE 18:0_18:1,PI 18:1_18:2,SM d42:2,PG 16:0_18:1,PE 18:0_20:4,PC 16:0_16:1,HexCer_NDS d24:0_18:1,Cer_NDS d40:1,PG 18:1_20:4,PS 18:0_18:1,PG 18:1_18:1.1,PC 15:0_18:1(d7),PG 18:1_22:6,PE 18:1_20:5,PG 18:0_18:1,PE 16:0_18:1,SM d42:1,PE 18:0_22:6,HexCer_NDS d42:2,PG 16:0_20:4,PE 18:1_22:6,PE 16:0_22:6,PE 18:1_20:4,PG 22:6_22:6,PG 18:1_18:2,PE 16:0_20:5,PI 34:2,PI 18:0_18:1,PC 16:1_16:1,SM d40:1,PG 18:1_20:3,PE 16:0_20:4,HexCer_NDS d40:1,PE 16:1_18:1,PE 18:0_20:3,PS 16:0_18:1,PG 20:1_22:6,PC 18:1_20:1,FA 16:0,Cer_NDS d40:2,PG 16:1_18:1.1,PI 15:0_18:1(d7),PI 18:1_20:3,PS 18:0_22:5,PI 16:1_18:1,PE 38:4,PI 16:0_20:4,PS 18:0_20:4,PE 18:1_18:1.1,PI 37:4,LPE 18:0,PC 14:0_16:0,PS 38:5,PE 18:1_18:2,PC 14:0_16:1,PE 18:0_20:3.1,PC 17:1_18:1,PS 36:2,PS 18:0_20:3,SM d34:0,PC 16:0_16:0,FA 18:2,PG 18:1_22:5,PI 18:0_20:3,PC 35:1,PE 18:0_22:5,PC 16:0_17:1,PI 38:3,LPC 18:1/0:0(d7),PG 18:0_18:1.1,PI 40:5,Cer_NDS d18:0_24:1,LPC 18:0/0:0,FA 18:0,SM d41:1,PI 18:1_20:5,PE 16:0_20:3,PG 18:1_18:2.1,PC 18:1_18:2,CL 70:4,Cer_NS d41:2,PE 16:0_16:1,CL 68:2,CL 68:4,PS 16:0_20:4,PG 18:1_20:2,PC 16:0_18:0,PS 16:0_22:6,PE 18:1_20:3,PI 18:0_20:2,PE 18:1_20:1,PG 18:1_19:2,SM d32:1,SM d41:2,PE 16:1_18:2,CL 70:5,CL 70:3,PC 42:1,Cer_NDS d41:1,SM d42:3,PG 22:5_22:6,SM d34:2,SM d42:1.1,PE 17:1_18:1,PC 38:1,PI 38:2,HexCer_NDS d34:1,PG 17:1_18:1,PC 18:1_19:1,PG 18:1_22:5.1,LPI 18:0,PI 40:6,PE 17:0_18:1,SM d34:2.1,PC 18:1_24:1,Cer_NDS d18:0_22:0,LPC 16:0/0:0,PI 18:1_22:5,PI 18:1_22:6,PG 16:0_18:0,Cer_NDS d42:0,CL 68:3,PE 16:1_22:6,PC 40:1,SM d40:2,CL 72:5,FA 18:1.1,PC 16:0_22:6,PI 36:3,PC 38:5,PC 16:1_18:2,PS 18:0_22:4,PE 18:0_22:4,PC 18:0_20:3,PE 16:1_20:4,PG 18:1_20:3.1,LPC 18:1/0:0,HexCer_NDS d41:1,PG 16:1_22:6,LPE 16:0,SM d40:0,CL 68:5,PC 18:1_22:1,PG 35:1,PC 16:1_17:1,EtherPC 18:1e_16:0,PC 18:1_22:6,PG 33:1,PC 16:0_20:3,PS 15:0_18:1(d7),SM d36:1,PC 18:1_26:1,PC 14:0_14:0,PG 14:0_16:0,LPE 18:1,PE 16:1_16:1,PC 16:0_20:4,SM d38:1,CL 66:4,PC 26:0_18:1,SM d33:1,Cer_NDS d44:2,PE 15:0_18:1(d7),FA 18:0.1,PG 18:1_20:4.1,PS 18:0_20:1,PC 37:1,SM d42:0,PC 18:0_22:6,CL 16:0_18:1_18:0_18:1,PI 36:5,SM d39:1,PE 38:1,PG 18:0_20:3,PG 18:1_22:5.2,CL 18:0_18:2_18:1_18:1,PG 17:1_18:1.1,Cer_NS d18:1_24:1,PG 32:0,PE 18:1_19:1,CL 70:6,CL 72:6,PE 16:0_17:1,HexCer_NS d42:1,PG 18:1_22:5.3,FA 16:0.1,PE 17:0_20:4,PG 16:0_22:6,Cer_NS d43:2,PI 40:4,CL 70:5.1,Cer_NS d18:1_26:2,PG 18:0_20:3.1,CL 72:7,HexCer_NS d44:1,Cer_NDS d44:1,PI 17:1_18:1,Cer_NDS d15:0_24:1,PI 19:0_18:3,EtherOxPC 18:1e_20:3+1O,LPI 18:1,LPG 18:0,PA 16:0_18:1,CL 72:3,PG 16:0_16:1.1,PE 16:1_20:5,SM d35:1,LPG 18:1,CL 72:6.1,PG 18:2_22:6,CL 70:7,PS 18:1_20:3,CL 72:8,LPE 18:1.1,PC 16:1_22:6,PC 16:0_24:0,HexCer_NDS d44:2,PS 19:0_18:1,CL 66:3,PG 22:4_22:6,PI 14:1_18:1,Cer_NDS d44:2.1,LPC 18:1/0:0.1,PI 42:7,EtherOxPC 18:1e_18:1+2O,SM d44:2,PI 16:1_20:4,PC 16:0_26:0,Cer_NS d18:1_16:0,EtherPC 16:0e_16:0,Cer_NDS d43:1,HexCer_NS d41:2,PC 18:1_22:5,LPC 16:0/0:0.1,PI 40:3,CL 74:8,CL 70:6.1,PC 40:3,PI 19:1_20:4,OxPE 16:0_20:3+1O,PE 24:0_20:4,PE 24:1_20:4,PE 14:0_22:6,PE 16:0_18:0,LPG 18:1.1,PI 18:1_19:1,CL 70:8,CL 72:7.1,PC 14:1_16:1,HexCer_NS d43:1,PE 18:1_22:1,PC 18:1_21:1,SM d38:0,HBMP 52:2,LPC 24:0/0:0,CL 68:7,PE 14:0_20:4,FA 20:1,PE 24:0_18:1,PS 18:0_18:1.1,PE 17:1_20:4,PE 22:1_20:4,EtherPC 14:1e_18:1,PC 16:0_20:0,PG 32:2,PE 18:1_20:1.1,Cer_NDS d16:0_26:2,PI 18:1_22:2,HexCer_NS d43:2,PE 37:1,HexCer_NDS d34:0,CL 66:2,PG 16:1_22:5,HBMP 54:3,PE 18:1_19:2,PI 20:0_20:4,LPC 16:1/0:0,LPC 18:0/0:0.1,CL 74:9,PE 14:0_16:1,PC 18:1_20:4,LPI 20:4,PE 16:0_18:3,PS 18:0_22:3,SM d44:1,LPC 16:1/0:0.1,PE 18:0_22:3,LPC 20:0/0:0,FA 20:0,LPC 20:1/0:0,PC 28:1,Cer_NS d18:2_14:0,EtherPC 24:1e,PG 16:1_16:1,PA 14:0_18:1,LPE 18:1(d7),LPS 18:0,PE 40:1,LPE 20:4,CL 64:3,PG 17:1_22:6,PI 19:0_20:4,PA 16:1_18:1,PG 16:1_18:2,PE 16:0_16:0,CL 74:6,PI 16:0_19:1,PI 36:0,SM d40:1.1,CL 66:5,PE 40:3,CL 74:7,PA 16:0_16:0,PS 16:0_20:5,HBMP 54:2,CL 68:6,LPG 22:6,EtherPC 26:1e,PE 18:2_22:6,SM d36:0,PE 18:1_24:1,GM3 d34:1,Cer_NDS d41:0,PS 18:1_24:1,Cer_AS d18:2_16:0,SM d41:3,PG 20:4_22:6,PE 18:1_26:1,LPI 16:0,CL 64:4,LPG 16:0,GM3 d42:1,SM d43:3,PC 14:0_18:3,EtherPC 14:0e_8:0,Cer_NS d18:1_22:0,SM d44:3,Cer_NDS d18:0_16:0,EtherPE 18:1e_18:1,GM3 d42:2,OxPE 18:1_20:3+1O,LPE 18:0.1,EtherPC 18:1e_18:1,LPC 14:0/0:0,LPE 16:1,HBMP 16:0_18:1_18:0,LPG 16:1,FAHFA 18:1_18:0,LPE 20:0,PI 16:1_20:5,FA 22:0,PA 14:0_16:0,PC 18:0_26:0,CL 64:2,PI 20:1_22:5,LPI 20:3,LPE 24:0,SM d31:1,LPE 18:2,Cer_NS d18:2_16:0,HBMP 54:1,Cer_NS d18:2_22:0
1,pLV,NT,0.734375015,6415359,5620423,3623734,4327040,3546981,4488352,2672744,2853749,4128442,2718091,2415708,2324233,2315764,1755171,2160044,2203355,2179272,1939148,2049872,1871072,1913116,1802269,1800730,1734779,1462199,1630787,1433339,1337986,1315992,5751873,1383480,1338821,1275801,1076672,1158769,1049790,2899465,1229899,2348759,859468,558372,2467725,977775,971356,675781,818364,848037,719673,668048,1174611,659655,630049,634700,610821,459268,601895,452290,344621,454741,515626,479187,629809,720162,490809,842098,407182,240289,495936,462146,838635,411663,346810,452825,379647,333586,401636,450624,303719,300806,327588,383801,1133920,1184730,417981,363493,441254,329700,415630,420671,222750,366360,265693,311343,262242,266465,360063,280490,249163,376557,340124,231879,280947,263123,268584,677313,274771,349370,268477,228971,368427,491204,291431,303762,289267,188191,213853,204849,296212,171319,472737,210087,199172,187107,854328,182745,227695,134045,184799,189643,284556,166747,180805,210262,173142,145004,250846,153854,259051,369016,219109,139462,206226,24210,114815,48574,209722,115219,115147,134089,180586,413828,152188,82044,128596,110567,65127,117541,129828,152814,713644,853538,101394,159487,815391,118056,312852,105137,118206,133865,104389,69080,215178,80950,100194,146389,129006,132047,110074,94197,42600,118070,109889,152068,96491,138401,128193,121097,85399,112357,78593,234619,229500,122905,85260,109246,111509,77633,118874,107139,64730,221852,24276,65184,221957,95945,88970,129875,94346,108109,162228,76600,76422,60190,64947,70395,79803,49172,53309,40281,104183,55572,87851,70999,48861,142645,61726,115886,71191,105529,27607,48741,34776,63201,47532,143399,54890,33674,110074,60099,61689,64197,61523,51247,53959,2301359,38186,48843,43310,73791,45027,38861,66546,83054,57376,44511,281804,51768,58719,53316,76608,37723,50089,63343,36377,33074,41928,82909,82983,29474,45096,30086,78994,56601,30024,46342,105479,516561,81170,41762,45497,31654,88948,6908213,23266,30782,49890,30859,77366,22268,32921,20783,29138,25916,42892,52813,38775,66842,15348,108815,28339,31510,14169,53144,27914,20504,32165,28096,34855,24544,22596,18485,19537,17965,30329,16092,54940,13866,27284,13805,19758,24114,47144,28611,20239,11410,33410,55136,35614,14949,19188,25159,18235,21105,19740,305322,17441,45494,24108,19707,83117,26200,33269,21125,20374,9659,29943,11565,32641,72341,11860,14683,1734779,19439,709370,21697,21734,12275,7625,12226,9017,7831,17338,5983,1351,8027,12740,2360,7371,13221,28248,8002,10086,7225,7073,10891,316781,7301,601806
2,pLV,HNF4a,0.635399997,9149126,6877364,4267740,4656596,4758381,4569669,3734987,2749809,4195285,2569460,2693069,2558505,2362671,1880834,2148275,2286942,2098471,2131973,1987471,1801456,2094903,2031383,1988170,1808256,1796836,1585659,1638772,1325895,1543638,7455029,1624594,1477038,1245237,1148219,1274858,1192415,2915993,1141202,2596545,469385,814879,3249837,1163055,866212,957800,818734,714296,739640,715794,1354413,583701,673076,563183,611849,499231,629263,581878,487118,458162,458171,548486,632542,858244,533193,1088296,485356,410096,550019,524187,901491,483884,389186,486522,393156,359643,371321,487892,327862,263940,282622,378377,1265475,1344684,376083,384163,365636,357860,417364,353355,247323,384201,328901,358434,285809,273727,334659,332032,308182,359285,407267,257490,173312,231879,259914,720692,208272,341559,234063,250467,417064,585550,316534,290777,287783,210042,232970,197360,293087,150591,548872,195713,204068,207817,855927,192885,98131,219670,197490,210184,283551,215964,179483,211329,187996,182891,330708,146900,266731,378605,238100,145998,205236,125854,112683,224409,206133,155877,130235,160260,188300,527837,48304,167294,156587,136951,134423,117279,153103,167533,702464,1088122,117580,168204,870043,112909,320801,137768,149001,139842,128848,123095,281699,45112,122991,177829,126232,130352,125800,95084,63152,154958,106124,148379,87095,157544,124077,155723,107651,102194,114170,98131,215142,64234,116065,141306,101227,90529,149700,73565,85544,242805,62154,99871,270393,109024,84981,120509,107800,135152,149239,78704,81035,71733,75749,69091,76748,107224,73895,51167,100790,86058,128986,51494,62106,136219,69844,116044,68876,122458,48335,61884,62489,63077,64428,163853,54359,62532,124370,58299,56590,50409,58460,51670,53620,2390937,55546,57494,49493,52784,55249,45512,59310,67729,57121,54801,326968,51456,76518,59098,59235,42255,48765,70089,39994,47608,46714,76546,79904,40687,51182,34920,66248,34178,33511,51781,113586,648589,68676,36724,43626,49383,103961,7689077,30932,34637,46571,36186,82454,27678,35615,24544,32937,43549,38616,56872,43013,33620,42866,201230,16661,31611,37186,46407,32438,22969,37401,32557,39256,29780,29316,30295,18951,29944,37788,29718,68980,17758,30236,23226,25056,20863,47399,28071,30222,14295,37830,57344,42276,19586,18823,23952,25470,23938,25120,351374,16805,54231,29319,21572,80933,30203,34959,15923,21253,24878,34130,18845,36140,79446,15263,14627,1807699,22744,675406,18226,21869,11306,17567,17668,13115,16347,17427,11495,15710,8894,13687,4559,10818,9619,34756,7066,11939,9006,8136,15024,373119,7200,627440
3,PPARa,NT,0.599319994,4573516,4902772,2543724,3954632,2801529,4231672,1982437,2589701,3608450,2386609,2073215,2147976,2080496,1706949,2015440,1671831,1901032,1618728,1797892,1635583,1710685,1580407,1452785,1380135,1285488,1439199,1177239,1342164,1069831,4475336,1182330,1167893,1176900,1172329,997907,859501,2347681,1087664,2012942,785037,397239,1994531,845441,774496,573241,708224,708583,623773,557912,1036367,567058,543292,554074,521269,443772,471330,356876,319146,401854,454832,364178,566326,640942,473337,646261,342035,221144,414295,334644,719319,326239,312439,296133,297733,227792,400217,399334,297576,278583,299792,323167,904750,918810,267459,358604,168505,287164,295225,236962,211252,315126,259111,299273,256772,249443,314611,196506,213900,276239,290260,208448,233916,229955,225956,572624,238256,296588,215477,198528,355217,473510,200832,280978,223945,126198,185904,192662,262511,172535,362023,172972,161156,164576,714645,164211,172958,175338,152472,84794,251502,110937,137921,125418,151019,133631,264369,135863,214636,323001,185354,119419,183354,75241,79259,101247,137038,83145,90710,104698,159033,326352,108443,125654,101286,97212,65771,112948,128499,130196,795974,646209,98691,148668,715990,84380,254386,98098,96130,99630,77668,68558,167816,93188,92003,143895,93617,116473,90620,89909,66013,88676,92136,64403,86069,122562,124884,110381,90654,98799,70258,167098,201471,92937,74374,111327,124838,80726,118797,62561,72571,179521,53911,67597,176841,63732,81631,123141,80725,95969,148410,65499,67387,30402,48943,61673,72458,81997,38099,54623,103281,39680,72568,63902,42681,140490,55767,109481,78386,105458,39287,37969,46205,50578,49502,124343,49879,27557,90966,40320,45264,46711,52232,41892,38486,2010186,33325,20905,32056,56074,42416,33390,56977,64695,54729,47441,254839,46609,58102,44551,62606,26151,40052,56441,77507,25475,23507,63188,68431,29638,36804,26206,61619,25749,28100,37989,96268,467376,58343,30504,39491,23553,45085,5066119,15656,28856,45108,38275,48903,11533,28491,18012,25857,22158,26114,46555,34824,27946,28784,110058,28762,26508,22694,51258,22028,18780,21855,18861,29861,20084,19434,23315,16831,18456,24088,19298,58896,13392,24800,18463,16038,8126,44788,32153,26554,14475,21911,33713,31434,18492,16917,23300,17454,16747,15741,216607,16991,38049,25989,12658,82378,34241,31192,25639,14103,16935,26582,9714,27717,65801,8026,11619,1370463,20150,644569,15132,18817,7962,7352,14576,7037,8005,13807,7169,8479,6986,15182,4379,8193,11350,28761,4884,7950,6018,8806,12352,273160,7909,471343
4,PPARa,HNF4a,0.545799994,6445566,4355644,2069575,3655046,3738751,4147298,2826521,2333573,3376857,2072065,2194522,2036402,1674963,1727486,1888843,1492807,1748144,1325350,1639438,1732721,1779598,1692047,1356869,1285562,1409867,1223270,1393684,1398734,1044207,5595753,1255932,1173332,1066909,966081,970138,942882,2216922,1101345,1956623,355461,530935,2537654,762840,543709,716236,693048,604560,595956,511876,1058024,456123,534365,459355,494122,464414,484294,340878,378874,331240,425050,385959,536376,644669,491990,799330,312797,233234,426957,348157,736682,369699,324923,391039,315430,329246,323445,400224,309450,256973,268214,305699,993257,1104826,297983,357905,246720,273012,261128,229024,217366,312491,234249,189711,228446,217989,254535,212559,231292,245001,265380,231440,198175,185584,193364,593018,100795,267235,184494,188206,368785,504350,198073,212663,212787,152276,194715,166170,249380,148264,404018,147869,135494,150431,767689,9245,151206,152484,113107,164513,238975,NA,116251,125972,149864,122998,242982,113358,191559,299139,182730,129357,148968,63576,99657,149121,137929,111208,86891,115942,153486,420782,41460,115207,105317,100835,75215,96856,148786,132015,597522,799330,105856,144048,750078,105432,215833,111245,72228,100135,105733,73859,69458,96349,100837,142986,83508,116010,80720,100199,56026,58521,82986,112727,67620,114640,95983,116302,90372,80852,80947,139992,164696,99588,68778,124791,110358,75217,63286,103616,62044,159065,56672,112144,189039,43410,69743,59216,76328,104821,126713,58198,59450,57012,51316,46372,70694,70684,48637,50702,85202,45955,94459,63164,43340,108530,49067,97718,82562,97376,38605,43887,32574,49404,40086,101635,33257,28897,80765,39393,25060,34387,45974,47480,34980,2088401,44352,38972,35606,56112,40351,25509,56195,73626,48718,45387,240900,51147,59390,45505,51016,29409,40634,56207,37286,31086,33407,61381,58130,34084,33173,27765,62215,40482,31743,39140,76379,501043,67741,26462,31771,34669,66872,4774263,15734,16859,15231,31065,68764,17619,24991,20647,27426,24868,24594,52550,26258,44378,26634,148052,16617,10724,23453,36523,20067,19617,24697,22779,31959,20137,21939,22111,19227,20664,29027,22779,56730,18297,24420,20518,15844,19396,34679,15785,20517,10041,30092,27926,30866,16873,10911,21665,18554,18662,13720,228103,16695,41405,23631,12631,84492,29250,31818,4880,15824,17377,26255,12767,28363,65337,18783,10822,1295198,13182,573555,15081,19577,7556,9159,10942,7833,10907,14265,9113,6910,7630,15267,5543,8797,8544,25869,7358,9419,7286,6893,7363,300770,6406,481624
5,pLV,NT,0.659799993,6295176,6004876,3716894,4262653,3606098,4412944,2677516,2768087,3922062,2546219,2295939,2345293,2337251,1715349,2152414,2042044,2057940,2079696,1981058,1611131,1721513,1715275,1737745,1574349,1464911,1549202,1356802,1270366,1294229,5615296,1337319,1297355,1234069,1104062,1126114,1043643,2685048,1124778,2224636,711183,527220,2427240,800733,950430,670127,793086,809107,619423,648142,1160788,550983,610750,630076,575152,444433,520645,450303,394100,462633,482937,201377,634211,560765,462765,814063,436231,288310,470192,436447,792178,377068,315806,424476,345451,351656,392232,428445,299354,349361,339694,351327,961002,1058621,411720,357274,186434,328305,324671,293695,214992,364095,272070,326491,282624,243317,350219,248823,235716,375301,345986,219228,290289,266678,253802,544660,254958,329391,247535,222223,366483,505007,258752,310862,268089,173266,207027,200233,287212,200487,412949,196639,192394,179801,766566,173938,226387,190869,179515,186596,273867,140604,153773,158037,181206,155475,288519,131291,263370,354969,226072,131215,209329,90849,88009,165203,208617,108140,115189,127727,167295,380789,69941,148813,125144,106947,89307,123888,158604,152106,839107,807620,103118,154825,718007,108152,317273,106865,121631,120999,98915,89588,207877,79534,101091,150439,120955,133507,101178,88969,67893,122290,108887,135442,101460,105460,148149,126865,89113,108833,84238,234966,226458,87639,65375,158780,108783,80574,133507,105041,77405,231221,56124,61844,210633,74887,98657,127549,89812,97482,158130,73936,76310,60339,56829,70855,81099,73032,47542,64712,114951,37078,80455,68170,53751,146087,57614,116414,71910,115266,42986,47486,44814,56590,56179,151907,56278,35757,102524,43931,63977,59724,55207,49784,50397,2023441,46080,40533,36736,61067,46415,41732,60135,76249,61798,51561,297710,53808,58529,51837,63466,30423,45212,62448,37161,32198,33256,77568,80786,37733,45549,32076,66096,22887,27282,47868,95578,514916,83664,40999,44325,29014,86586,6235233,32556,26318,15465,34475,84762,25122,36785,22912,27062,26990,30906,48128,23270,48284,32384,130002,12573,30593,26004,47818,27553,19074,29007,25874,36220,26546,22588,29082,15607,20408,30773,25642,61514,14587,28526,24129,13392,32220,33253,14070,26653,10206,30889,57104,44393,20188,17603,26571,19628,20683,17262,278644,15799,32496,25028,13599,85377,30316,31989,19621,20528,15676,29449,11956,32780,76441,11198,12250,1574345,11221,620129,13907,19460,9934,9261,12672,11405,10884,18052,8276,9387,7350,13230,5479,8698,11160,24458,8636,12963,6495,9024,12879,295388,7466,520529
